loss,amplitude_loss,delta_loss,gate_loss,sign_probability_loss,val_loss,val_amplitude_loss,val_delta_loss,val_gate_loss,val_sign_probability_loss,lr
0.1276043951511383,0.000346131157130003,0.0014423857210204005,0.4376395344734192,0.06477119773626328,0.12259858846664429,0.00024647131795063615,0.0014010125305503607,0.41953974962234497,0.06321243941783905,6.25e-05
0.12758532166481018,0.00034561194479465485,0.0014420062070712447,0.4375719726085663,0.06476467102766037,0.12257465720176697,0.0002461540570948273,0.0014006390701979399,0.4194532036781311,0.06320507824420929,6.25e-05
0.12756460905075073,0.0003450332733336836,0.0014416560297831893,0.4374989867210388,0.06475711613893509,0.12255146354436874,0.000245782604906708,0.0014003001851961017,0.4193692207336426,0.06319796293973923,6.25e-05
0.12754510343074799,0.0003444225003477186,0.001441307715140283,0.4374302327632904,0.0647500604391098,0.12252827733755112,0.00024535911506973207,0.001399928703904152,0.4192855954170227,0.06319082528352737,6.25e-05
0.12752525508403778,0.0003437445848248899,0.0014410237781703472,0.4373595714569092,0.06474350392818451,0.1225052997469902,0.0002449418243486434,0.001399567467160523,0.41920334100723267,0.06318323314189911,6.25e-05
0.12750545144081116,0.00034333800431340933,0.0014405930414795876,0.43728992342948914,0.06473619490861893,0.12248124927282333,0.0002447209262754768,0.00139915500767529,0.4191162884235382,0.063175730407238,6.25e-05
0.12748587131500244,0.0003426708863116801,0.0014402562519535422,0.4372212290763855,0.06472883373498917,0.122456856071949,0.0002442986879032105,0.0013988419668748975,0.41902828216552734,0.06316789984703064,6.25e-05
0.1274697184562683,0.00034224858973175287,0.0014399377396330237,0.4371645152568817,0.06472282111644745,0.12244485318660736,0.000244129856582731,0.0013986328849568963,0.4189850389957428,0.06316416710615158,3.125e-05
0.12745970487594604,0.00034192943712696433,0.0014397194609045982,0.4371297359466553,0.06471886485815048,0.12243285775184631,0.0002439217787468806,0.001398434629663825,0.4189416170120239,0.06316061317920685,3.125e-05
0.12744930386543274,0.0003416292311158031,0.0014395355246961117,0.4370926320552826,0.06471553444862366,0.1224212720990181,0.0002437689108774066,0.001398211345076561,0.4189002811908722,0.06315657496452332,3.125e-05
0.12743890285491943,0.00034129046252928674,0.0014393508899956942,0.43705660104751587,0.06471116095781326,0.12240907549858093,0.00024352058244403452,0.0013980503426864743,0.4188562333583832,0.06315278261899948,3.125e-05
0.12742874026298523,0.00034101292840205133,0.001439167419448495,0.43702074885368347,0.0647074282169342,0.12239623814821243,0.00024334847694262862,0.0013978489441797137,0.4188099503517151,0.06314869970083237,3.125e-05
0.12741827964782715,0.0003406473551876843,0.001438973587937653,0.43698403239250183,0.06470363587141037,0.12238387763500214,0.00024312708410434425,0.0013976569753140211,0.41876551508903503,0.06314477324485779,3.125e-05
0.12740792334079742,0.00034031190443784,0.0014387889532372355,0.4369478225708008,0.06469954550266266,0.12237156182527542,0.00024288387794513255,0.001397457323037088,0.41872134804725647,0.06314069777727127,3.125e-05
0.12739752233028412,0.0003399638517294079,0.0014385852264240384,0.4369114339351654,0.06469568610191345,0.1223590075969696,0.0002426747523713857,0.0013972565066069365,0.41867610812187195,0.06313679367303848,3.125e-05
0.1273869276046753,0.00033960401196964085,0.0014384163077920675,0.43687400221824646,0.06469202041625977,0.12234672158956528,0.0002424206759314984,0.0013970588333904743,0.41863200068473816,0.06313277035951614,3.125e-05
0.12737637758255005,0.00033922746661119163,0.001438236329704523,0.43683722615242004,0.06468784064054489,0.12233436107635498,0.00024219350598286837,0.0013968534767627716,0.4185875952243805,0.06312888860702515,3.125e-05
0.12736815214157104,0.0003389458288438618,0.001438059494830668,0.4368085563182831,0.06468475610017776,0.122328020632267,0.00024208916875068098,0.001396753010340035,0.4185648560523987,0.06312685459852219,1.5625e-05
0.12736281752586365,0.00033876122324727476,0.0014379528583958745,0.43678998947143555,0.06468266248703003,0.12232154607772827,0.00024198197934310883,0.0013966400874778628,0.4185415506362915,0.06312482804059982,1.5625e-05
0.1273573935031891,0.00033860531402751803,0.0014378451742231846,0.43677106499671936,0.06468059122562408,0.12231509387493134,0.00024188734823837876,0.001396526349708438,0.41851842403411865,0.06312262266874313,1.5625e-05
0.12735207378864288,0.000338412937708199,0.0014377434272319078,0.4367522597312927,0.0646786093711853,0.12230849266052246,0.00024176431179512292,0.001396415987983346,0.4184947907924652,0.06312046200037003,1.5625e-05
0.12734635174274445,0.0003382355789653957,0.0014376435428857803,0.4367324113845825,0.0646764487028122,0.12230181694030762,0.00024163196212612092,0.0013963272795081139,0.41847071051597595,0.06311836838722229,1.5625e-05
0.12734095752239227,0.00033807335421442986,0.0014375296887010336,0.4367135763168335,0.06467439234256744,0.1222953051328659,0.00024153532285708934,0.0013961951481178403,0.41844746470451355,0.0631161779165268,1.5625e-05
0.12733560800552368,0.00033785769483074546,0.0014374302700161934,0.436694860458374,0.06467235088348389,0.1222882866859436,0.00024138629669323564,0.0013960982905700803,0.41842207312583923,0.06311411410570145,1.5625e-05
0.12733018398284912,0.00033766691922210157,0.0014373355079442263,0.4366755783557892,0.06467057019472122,0.12228218466043472,0.00024127363576553762,0.0013959843199700117,0.4184003174304962,0.06311201304197311,1.5625e-05
0.12732432782649994,0.00033749817521311343,0.0014371998840942979,0.43665552139282227,0.06466807425022125,0.1222757026553154,0.00024118917644955218,0.001395856379531324,0.4183773100376129,0.06310967355966568,1.5625e-05
0.12731869518756866,0.00033730591530911624,0.0014371038414537907,0.4366358816623688,0.06466586887836456,0.12226861715316772,0.00024104340991470963,0.00139575672801584,0.41835179924964905,0.06310739368200302,1.5625e-05
0.12731392681598663,0.0003371381026227027,0.001437007449567318,0.4366191625595093,0.0646640807390213,0.1222643032670021,0.00024097925052046776,0.0013956783805042505,0.418336421251297,0.06310593336820602,1e-05
0.12731029093265533,0.00033702244400046766,0.0014369396958500147,0.436606228351593,0.0646628737449646,0.12225973606109619,0.00024089679936878383,0.001395593979395926,0.4183201193809509,0.06310441344976425,1e-05
0.12730659544467926,0.0003368716570548713,0.0014368712436407804,0.43659353256225586,0.06466133147478104,0.12225539237260818,0.0002407909487374127,0.0013955294853076339,0.418304443359375,0.0631031021475792,1e-05
0.12730278074741364,0.0003367409808561206,0.001436806283891201,0.4365803003311157,0.06465979665517807,0.12225097417831421,0.000240711189690046,0.001395457424223423,0.4182887673377991,0.06310155242681503,1e-05
0.12729908525943756,0.00033660666667856276,0.0014367351541295648,0.43656739592552185,0.06465844064950943,0.12224661558866501,0.00024062271404545754,0.001395377330482006,0.4182731807231903,0.06310009956359863,1e-05
0.1272953897714615,0.0003364668518770486,0.0014366582036018372,0.43655455112457275,0.06465695053339005,0.12224200367927551,0.00024053089146036655,0.0013953035231679678,0.41825658082962036,0.06309869885444641,1e-05
0.12729156017303467,0.00033633041311986744,0.0014366020914167166,0.43654102087020874,0.06465557217597961,0.12223762273788452,0.0002404353435849771,0.0013952315784990788,0.41824114322662354,0.06309699267148972,1e-05
0.1272878646850586,0.00033621652983129025,0.0014365168754011393,0.4365280866622925,0.06465422362089157,0.122233085334301,0.00024038007541093975,0.0013951389119029045,0.41822493076324463,0.06309548765420914,1e-05
0.127283975481987,0.00033606498618610203,0.001436426886357367,0.43651488423347473,0.06465248018503189,0.12222862988710403,0.00024028317420743406,0.0013950590509921312,0.4182089865207672,0.06309401243925095,1e-05
0.12728017568588257,0.0003359315451234579,0.0014363544760271907,0.43650156259536743,0.06465117633342743,0.12222401797771454,0.00024020628188736737,0.0013949805870652199,0.41819262504577637,0.0630924254655838,1e-05
0.12727639079093933,0.0003357734822202474,0.0014362992951646447,0.4364883303642273,0.06464973092079163,0.12221923470497131,0.00024009791377466172,0.0013949084095656872,0.41817542910575867,0.06309093534946442,1e-05
0.12727239727973938,0.00033563116448931396,0.0014362207148224115,0.43647441267967224,0.06464812904596329,0.12221448868513107,0.0002399938675807789,0.0013948394916951656,0.41815853118896484,0.06308922916650772,1e-05
0.12726859748363495,0.00033546247868798673,0.0014361613430082798,0.4364612102508545,0.06464659422636032,0.12220961600542068,0.0002398934302618727,0.0013947548577561975,0.41814103722572327,0.06308766454458237,1e-05
0.12726466357707977,0.0003353155043441802,0.0014360824134200811,0.4364478290081024,0.06464497745037079,0.12220507860183716,0.00023979412799235433,0.001394683844409883,0.4181250333786011,0.06308599561452866,1e-05
0.1272607445716858,0.00033515258110128343,0.001436015241779387,0.4364341199398041,0.0646434798836708,0.12220034003257751,0.00023969030007719994,0.0013945925747975707,0.4181079566478729,0.06308453530073166,1e-05
0.1272568553686142,0.0003349976905155927,0.0014359314227476716,0.4364205002784729,0.06464198231697083,0.12219567596912384,0.00023959990357980132,0.0013945058453828096,0.418091356754303,0.06308303028345108,1e-05
